"join_ID","group","mlpa_region","region4","affiliated_mpa","mpa_defacto_class","mpa_defacto_designation","year","variable","indicator","mean","sd","n"
"kelp","kelp forest-fish","south","north islands","painted cave smca","smca","smca",2018,"all fish","diversity",2.2398,0.1336,3
"ccfrp","ccfrp","north","north","stewarts point smr","smr","ref",2020,"all fish","diversity",1.435212,0.133986,12
"kelp","kelp forest-fish","central","central","carmel bay smca","smca","ref",2018,"all fish","diversity",1.1292,0.1345,4
"ccfrp","ccfrp","central","central","point lobos smr","smr","ref",2015,"all fish","diversity",1.481017,0.134518,12
"kelp","kelp forest-fish","north","north","point cabrillo smr","smr","ref",2014,"all fish","diversity",1.2192,0.1348,3
"ccfrp","ccfrp","central","central","point lobos smr","smr","smr",2015,"all fish","diversity",1.467668,0.134802,12
"ccfrp","ccfrp","central","central","ano nuevo smr","smr","ref",2021,"all fish","diversity",1.430072,0.134899,12
"ccfrp","ccfrp","central","central","point buchon smr","smr","ref",2008,"all fish","diversity",1.243605,0.135187,12
"kelp","kelp forest-fish","south","south","point conception smr","smr","ref",2010,"all fish","diversity",2.5321,0.1356,2
"kelp","kelp forest-fish","south","south","point vicente smca","smr","ref",2007,"all fish","diversity",1.8991,0.1357,2
"ccfrp","ccfrp","central","central","piedras blancas smr","smr","ref",2008,"all fish","diversity",1.329985,0.136719,12
"ccfrp","ccfrp","north","north","south cape mendocino smr","smr","ref",2018,"all fish","diversity",1.543195,0.136921,12
"kelp","kelp forest-fish","central","central","point buchon smr","smr","ref",2019,"all fish","diversity",1.987,0.137,4
"kelp","kelp forest-fish","central","central","piedras blancas smr","smr","smr",2008,"all fish","diversity",1.8231,0.1371,2
"ccfrp","ccfrp","central","central","point lobos smr","smr","smr",2014,"all fish","diversity",1.514229,0.137116,12
"ccfrp","ccfrp","central","central","piedras blancas smr","smr","ref",2018,"all fish","diversity",1.097593,0.138282,12
"ccfrp","ccfrp","central","central","point lobos smr","smr","smr",2017,"all fish","diversity",1.222678,0.138641,12
"kelp","kelp forest-fish","central","central","lovers point - julia platt smr","smr","ref",2014,"all fish","diversity",2.007,0.1388,4
"kelp","kelp forest-fish","central","central","big creek smr","smr","ref",2006,"all fish","diversity",1.6239,0.1392,4
"kelp","kelp forest-fish","south","north islands","harris point smr","smr","smr",2019,"all fish","diversity",1.7322,0.1396,2
"ccfrp","ccfrp","central","central","point buchon smr","smr","smr",2017,"all fish","diversity",1.091764,0.141164,12
"kelp","kelp forest-fish","south","north islands","gull island smr","smr","ref",2010,"all fish","diversity",2.2016,0.1413,2
"kelp","kelp forest-fish","central","central","carmel bay smca","smca","smca",2002,"all fish","diversity",1.5431,0.1417,2
"kelp","kelp forest-fish","south","north islands","scorpion smr","smr","ref",2018,"all fish","diversity",1.9536,0.1422,6
"kelp","kelp forest-fish","south","north islands","anacapa island smca","smca","ref",2008,"all fish","diversity",1.6875,0.1424,6
"kelp","kelp forest-fish","central","central","lovers point - julia platt smr","smr","ref",2009,"all fish","diversity",1.8613,0.1428,2
"ccfrp","ccfrp","south","south","south la jolla smr","smr","smr",2018,"all fish","diversity",1.601496,0.14283,12
"ccfrp","ccfrp","central","central","piedras blancas smr","smr","ref",2017,"all fish","diversity",1.188825,0.142976,12
"ccfrp","ccfrp","north","north","stewarts point smr","smr","smr",2020,"all fish","diversity",1.404556,0.14309,12
"ccfrp","ccfrp","central","central","piedras blancas smr","smr","ref",2021,"all fish","diversity",1.226757,0.143262,12
"ccfrp","ccfrp","north","north","stewarts point smr","smr","ref",2017,"all fish","diversity",1.376007,0.143552,12
"kelp","kelp forest-fish","central","central","point sur smr","smr","smr",2020,"all fish","diversity",1.2342,0.1439,4
"ccfrp","ccfrp","central","central","point buchon smr","smr","smr",2008,"all fish","diversity",1.312093,0.144254,12
"ccfrp","ccfrp","central","central","ano nuevo smr","smr","ref",2015,"all fish","diversity",1.307174,0.144339,12
"ccfrp","ccfrp","central","central","ano nuevo smr","smr","smr",2010,"all fish","diversity",1.472462,0.145054,12
"ccfrp","ccfrp","central","central","point lobos smr","smr","smr",2011,"all fish","diversity",1.489372,0.145089,12
"ccfrp","ccfrp","central","central","ano nuevo smr","smr","ref",2012,"all fish","diversity",1.195722,0.146121,12
"ccfrp","ccfrp","central","central","point buchon smr","smr","ref",2015,"all fish","diversity",1.397715,0.146127,12
"kelp","kelp forest-fish","south","north islands","south point smr","smr","smr",2005,"all fish","diversity",2.1141,0.1462,6
"ccfrp","ccfrp","central","central","point buchon smr","smr","smr",2021,"all fish","diversity",1.27478,0.146562,12
"ccfrp","ccfrp","central","central","piedras blancas smr","smr","ref",2013,"all fish","diversity",1.441986,0.147339,12
"ccfrp","ccfrp","central","central","ano nuevo smr","smr","smr",2012,"all fish","diversity",1.490405,0.147617,12
"ccfrp","ccfrp","central","central","point buchon smr","smr","smr",2013,"all fish","diversity",1.591515,0.147719,12
"kelp","kelp forest-fish","north","north","double cone rock smca","smca","smca",2014,"all fish","diversity",1.2611,0.1482,2
"ccfrp","ccfrp","central","central","point buchon smr","smr","smr",2016,"all fish","diversity",1.188726,0.148454,12
"kelp","kelp forest-fish","south","north islands","gull island smr","smr","ref",2014,"all fish","diversity",1.869,0.1485,2
"kelp","kelp forest-fish","central","central","point lobos smr","smr","ref",2010,"all fish","diversity",1.6345,0.1486,3
"kelp","kelp forest-fish","central","central","big creek smr","smr","ref",2010,"all fish","diversity",1.7899,0.1486,4
"kelp","kelp forest-fish","central","central","vandenberg smr","smr","ref",2002,"all fish","diversity",1.6318,0.1498,4
"kelp","kelp forest-fish","central","central","point lobos smr","smr","smr",2018,"all fish","diversity",1.6692,0.1501,6
"kelp","kelp forest-fish","north","north","point cabrillo smr","smr","smr",2015,"all fish","diversity",1.1408,0.1502,3
"ccfrp","ccfrp","north","north","bodega head smr","smr","ref",2017,"all fish","diversity",1.490917,0.150365,12
"ccfrp","ccfrp","central","central","point buchon smr","smr","smr",2019,"all fish","diversity",1.286256,0.150907,12
"kelp","kelp forest-fish","south","north islands","anacapa island smr","smr","smr",2016,"all fish","diversity",1.6,0.1511,6
"ccfrp","ccfrp","central","central","point lobos smr","smr","ref",2008,"all fish","diversity",1.344698,0.151323,12
"ccfrp","ccfrp","central","central","piedras blancas smr","smr","smr",2013,"all fish","diversity",1.482712,0.151437,12
"kelp","kelp forest-fish","central","central","natural bridges smr","smr","ref",1999,"all fish","diversity",1.6128,0.1515,2
"kelp","kelp forest-fish","south","south","campus point smca","smr","ref",2016,"all fish","diversity",1.9634,0.1522,2
"kelp","kelp forest-fish","south","south","naples smca","smca","ref",2016,"all fish","diversity",1.9634,0.1522,2
"kelp","kelp forest-fish","south","north islands","scorpion smr","smr","ref",2000,"all fish","diversity",1.6881,0.1531,3
"ccfrp","ccfrp","central","central","point buchon smr","smr","smr",2010,"all fish","diversity",1.286908,0.153456,12
"kelp","kelp forest-fish","north","north","stewarts point smr","smr","smr",2019,"all fish","diversity",1.019,0.1535,4
"kelp","kelp forest-fish","central","central","point lobos smr","smr","smr",2012,"all fish","diversity",1.8225,0.1541,3
"ccfrp","ccfrp","central","central","ano nuevo smr","smr","smr",2009,"all fish","diversity",1.402988,0.154601,12
"ccfrp","ccfrp","central","central","ano nuevo smr","smr","smr",2019,"all fish","diversity",1.277028,0.154667,12
"ccfrp","ccfrp","central","central","point lobos smr","smr","smr",2020,"all fish","diversity",1.294,0.155029,12
"ccfrp","ccfrp","central","central","point buchon smr","smr","smr",2009,"all fish","diversity",1.297809,0.155686,12
"kelp","kelp forest-fish","south","south","cat harbor smca","smca","ref",2005,"all fish","diversity",1.7008,0.1558,2
"ccfrp","ccfrp","central","central","point buchon smr","smr","ref",2021,"all fish","diversity",1.195117,0.156019,12
"kelp","kelp forest-fish","south","north islands","anacapa island smca","smca","smca",2014,"all fish","diversity",1.1733,0.1561,3
"kelp","kelp forest-fish","central","central","point buchon smr","smr","smr",2008,"all fish","diversity",1.8192,0.1567,4
"kelp","kelp forest-fish","south","north islands","anacapa island smca","smca","smca",2017,"all fish","diversity",2.0565,0.1576,3
"ccfrp","ccfrp","north","north","ten mile smr","smr","ref",2017,"all fish","diversity",1.425953,0.157897,12
"ccfrp","ccfrp","central","central","ano nuevo smr","smr","ref",2019,"all fish","diversity",1.224945,0.157902,12
"ccfrp","ccfrp","central","central","piedras blancas smr","smr","smr",2014,"all fish","diversity",1.410158,0.15798,12
"kelp","kelp forest-fish","south","south","point vicente smca","smr","smr",2016,"all fish","diversity",1.109,0.159,2
"kelp","kelp forest-fish","north","north","del mar landing smr","smr","ref",2010,"all fish","diversity",1.4902,0.1598,4
"kelp","kelp forest-fish","central","central","white rock smca","smr","smr",2008,"all fish","diversity",2.1572,0.16,4
"ccfrp","ccfrp","south","north islands","carrington point smr","smr","smr",2018,"all fish","diversity",1.380271,0.160027,12
"kelp","kelp forest-fish","central","central","lovers point - julia platt smr","smr","ref",2011,"all fish","diversity",2.0761,0.1601,4
"ccfrp","ccfrp","north","north","stewarts point smr","smr","smr",2017,"all fish","diversity",1.334137,0.16029,12
"ccfrp","ccfrp","central","central","piedras blancas smr","smr","ref",2011,"all fish","diversity",1.406859,0.160391,12
"kelp","kelp forest-fish","south","north islands","scorpion smr","smr","ref",2003,"all fish","diversity",1.2568,0.1608,3
"ccfrp","ccfrp","central","central","point buchon smr","smr","ref",2007,"all fish","diversity",1.31248,0.160815,12
"ccfrp","ccfrp","central","central","point buchon smr","smr","smr",2012,"all fish","diversity",1.527773,0.161636,12
"kelp","kelp forest-fish","south","south","abalone cove smca","smr","ref",2011,"all fish","diversity",2.2602,0.1618,3
"ccfrp","ccfrp","central","central","point buchon smr","smr","ref",2016,"all fish","diversity",1.268534,0.162109,12
"kelp","kelp forest-fish","south","south","point vicente smca","smr","smr",2015,"all fish","diversity",1.6579,0.1627,2
"ccfrp","ccfrp","central","central","point lobos smr","smr","smr",2019,"all fish","diversity",1.271496,0.16332,12
"deep_reef","deep-reef","north","north","point arena smr","smr","ref",2011,"all fish","diversity",1.214137,0.163376,2
"ccfrp","ccfrp","north","north","bodega head smr","smr","ref",2021,"all fish","diversity",1.524319,0.163471,12
"kelp","kelp forest-fish","central","central","pacific grove marine gardens smca","smca","smca",2014,"all fish","diversity",1.684,0.164,4
"kelp","kelp forest-fish","central","central","carmel bay smca","smca","smca",2008,"all fish","diversity",2.2434,0.1643,4
"ccfrp","ccfrp","north","north","bodega head smr","smr","ref",2019,"all fish","diversity",1.420545,0.164612,12
"kelp","kelp forest-fish","south","north islands","scorpion smr","smr","smr",2011,"all fish","diversity",2.2868,0.1647,3
"kelp","kelp forest-fish","north","north","point cabrillo smr","smr","ref",2017,"all fish","diversity",0.9772,0.1652,4
"kelp","kelp forest-fish","south","north islands","anacapa island smr","smr","smr",1999,"all fish","diversity",1.571,0.1654,3
"kelp","kelp forest-fish","central","central","natural bridges smr","smr","ref",2004,"all fish","diversity",2.0964,0.1656,2
"ccfrp","ccfrp","central","central","ano nuevo smr","smr","smr",2016,"all fish","diversity",1.29204,0.166048,12
"ccfrp","ccfrp","central","central","point buchon smr","smr","smr",2018,"all fish","diversity",1.283188,0.166361,12
"kelp","kelp forest-fish","central","central","white rock smca","smr","smr",2010,"all fish","diversity",1.9434,0.1669,2
"kelp","kelp forest-fish","central","central","piedras blancas smr","smr","ref",2005,"all fish","diversity",1.9184,0.167,4
"ccfrp","ccfrp","central","central","point buchon smr","smr","ref",2019,"all fish","diversity",1.24082,0.167458,12
"kelp","kelp forest-fish","central","central","lovers point - julia platt smr","smr","smr",2016,"all fish","diversity",1.9853,0.1675,4
"kelp","kelp forest-fish","central","central","lovers point - julia platt smr","smr","smr",2009,"all fish","diversity",2.1331,0.1678,2
"kelp","kelp forest-fish","north","north","ten mile smr","smr","ref",2014,"all fish","diversity",1.1087,0.1681,2
"kelp","kelp forest-fish","central","central","pacific grove marine gardens smca","smca","smca",2020,"all fish","diversity",1.1951,0.1684,4
"kelp","kelp forest-fish","south","north islands","anacapa island smr","smr","smr",2017,"all fish","diversity",1.9049,0.1687,7
"ccfrp","ccfrp","central","central","ano nuevo smr","smr","ref",2007,"all fish","diversity",1.217834,0.168778,12
"ccfrp","ccfrp","central","central","ano nuevo smr","smr","smr",2014,"all fish","diversity",1.493608,0.169055,12
"kelp","kelp forest-fish","north","north","del mar landing smr","smr","ref",2018,"all fish","diversity",0.9181,0.1692,2
"ccfrp","ccfrp","south","south","swami's smca","smr","smr",2021,"all fish","diversity",1.169983,0.169828,12
"kelp","kelp forest-fish","central","central","big creek smr","smr","ref",2002,"all fish","diversity",1.2662,0.17,4
"kelp","kelp forest-fish","south","north islands","anacapa island smr","smr","ref",2008,"all fish","diversity",1.7765,0.17,6
"ccfrp","ccfrp","central","central","piedras blancas smr","smr","smr",2017,"all fish","diversity",1.181869,0.170022,12
"ccfrp","ccfrp","south","south","south la jolla smr","smr","ref",2018,"all fish","diversity",1.38602,0.170262,12
"kelp","kelp forest-fish","south","north islands","santa barbara island smr","smr","smr",2007,"all fish","diversity",0.9799,0.1703,5
"kelp","kelp forest-fish","central","central","vandenberg smr","smr","smr",1999,"all fish","diversity",1.6272,0.1706,2
"ccfrp","ccfrp","central","central","piedras blancas smr","smr","smr",2012,"all fish","diversity",1.451463,0.17149,12
"ccfrp","ccfrp","central","central","point buchon smr","smr","smr",2015,"all fish","diversity",1.416792,0.171789,12
"deep_reef","deep-reef","north","north","point arena smca","smr","smr",2020,"all fish","diversity",1.466088,0.172175,2
"kelp","kelp forest-fish","central","central","carmel bay smca","smca","ref",2013,"all fish","diversity",0.8433,0.1723,2
"ccfrp","ccfrp","central","central","point buchon smr","smr","smr",2011,"all fish","diversity",1.378329,0.172525,12
"kelp","kelp forest-fish","north","north","point cabrillo smr","smr","ref",2015,"all fish","diversity",1.1296,0.1727,3
"ccfrp","ccfrp","central","central","point buchon smr","smr","smr",2020,"all fish","diversity",1.229664,0.173192,12
"ccfrp","ccfrp","central","central","point lobos smr","smr","ref",2018,"all fish","diversity",1.276148,0.17423,12
"ccfrp","ccfrp","central","central","point lobos smr","smr","smr",2018,"all fish","diversity",1.322067,0.174386,12
"kelp","kelp forest-fish","south","north islands","anacapa island smca","smca","smca",2016,"all fish","diversity",1.5245,0.1752,3
"ccfrp","ccfrp","central","central","piedras blancas smr","smr","ref",2020,"all fish","diversity",1.163096,0.176096,12
"deep_reef","deep-reef","central","central","piedras blancas smca","smr","smr",2020,"all fish","diversity",1.264398,0.176213,5
"kelp","kelp forest-fish","central","central","pacific grove marine gardens smca","smca","smca",2016,"all fish","diversity",1.7529,0.1769,3
"kelp","kelp forest-fish","central","central","point sur smr","smr","smr",2004,"all fish","diversity",1.5364,0.1772,2
"ccfrp","ccfrp","central","central","ano nuevo smr","smr","ref",2008,"all fish","diversity",1.328637,0.177378,12
"kelp","kelp forest-fish","north","north","saunders reef smca","smca","ref",2016,"all fish","diversity",1.4608,0.1775,3
"ccfrp","ccfrp","south","south","south la jolla smr","smr","smr",2021,"all fish","diversity",1.569093,0.178128,12
"kelp","kelp forest-fish","south","north islands","carrington point smr","smr","smr",2008,"all fish","diversity",1.7418,0.179,2
"kelp","kelp forest-fish","south","north islands","gull island smr","smr","ref",2011,"all fish","diversity",2.5196,0.1794,2
"kelp","kelp forest-fish","south","south","point vicente smca","smr","ref",2020,"all fish","diversity",2.1335,0.1795,2
"kelp","kelp forest-fish","south","south","swami's smca","smr","ref",2011,"all fish","diversity",1.9134,0.1799,2
"ccfrp","ccfrp","north","north","stewarts point smr","smr","smr",2021,"all fish","diversity",1.482989,0.180141,12
"kelp","kelp forest-fish","central","central","point lobos smr","smr","smr",2010,"all fish","diversity",1.6569,0.1804,6
"ccfrp","ccfrp","central","central","point buchon smr","smr","ref",2010,"all fish","diversity",1.120203,0.180453,12
"kelp","kelp forest-fish","south","south","naples smca","smca","smca",2004,"all fish","diversity",2.1481,0.1805,3
"kelp","kelp forest-fish","south","north islands","gull island smr","smr","ref",2004,"all fish","diversity",1.971,0.1806,2
"kelp","kelp forest-fish","south","south","laguna beach smr","smr","smr",2019,"all fish","diversity",1.5549,0.181,2
"ccfrp","ccfrp","central","central","piedras blancas smr","smr","ref",2012,"all fish","diversity",1.37136,0.181482,12
"kelp","kelp forest-fish","central","central","pacific grove marine gardens smca","smca","smca",2013,"all fish","diversity",1.1088,0.1818,4
"kelp","kelp forest-fish","south","north islands","gull island smr","smr","ref",2016,"all fish","diversity",1.7456,0.1822,2
"kelp","kelp forest-fish","north","north","saunders reef smca","smca","ref",2018,"all fish","diversity",1.41,0.1829,4
"kelp","kelp forest-fish","south","north islands","gull island smr","smr","ref",2009,"all fish","diversity",2.4096,0.1829,2
"ccfrp","ccfrp","central","central","point lobos smr","smr","ref",2010,"all fish","diversity",1.287139,0.184675,12
"deep_reef","deep-reef","central","central","point lobos smr","smr","ref",2019,"all fish","diversity",1.187406,0.184899,10
"kelp","kelp forest-fish","central","central","point lobos smr","smr","ref",2018,"all fish","diversity",1.1875,0.1857,3
"ccfrp","ccfrp","south","north islands","anacapa island smr","smr","ref",2019,"all fish","diversity",1.082593,0.185895,12
"ccfrp","ccfrp","north","north","ten mile smr","smr","ref",2020,"all fish","diversity",1.350558,0.186671,12
"ccfrp","ccfrp","north","north","ten mile smr","smr","ref",2021,"all fish","diversity",1.371832,0.186759,12
"ccfrp","ccfrp","central","central","piedras blancas smr","smr","ref",2010,"all fish","diversity",1.314539,0.186807,12
"kelp","kelp forest-fish","south","north islands","anacapa island smca","smca","ref",2012,"all fish","diversity",1.8299,0.188,3
"kelp","kelp forest-fish","south","north islands","anacapa island smr","smr","ref",2012,"all fish","diversity",1.8299,0.188,3
"kelp","kelp forest-fish","south","north islands","anacapa island smca","smca","ref",2004,"all fish","diversity",1.4525,0.1884,4
"kelp","kelp forest-fish","central","central","piedras blancas smr","smr","ref",2006,"all fish","diversity",1.6817,0.1887,4
"ccfrp","ccfrp","central","central","piedras blancas smr","smr","smr",2018,"all fish","diversity",1.198416,0.188737,12
"kelp","kelp forest-fish","south","north islands","anacapa island smr","smr","smr",2020,"all fish","diversity",1.99,0.1898,6
"ccfrp","ccfrp","central","central","piedras blancas smr","smr","smr",2020,"all fish","diversity",1.361351,0.190945,12
"ccfrp","ccfrp","north","north","bodega head smr","smr","smr",2019,"all fish","diversity",1.461894,0.190992,12
"kelp","kelp forest-fish","south","north islands","painted cave smca","smca","ref",2013,"all fish","diversity",2.1484,0.191,3
"kelp","kelp forest-fish","central","central","lovers point - julia platt smr","smr","smr",2019,"all fish","diversity",1.769,0.1912,4
"kelp","kelp forest-fish","south","south","point conception smr","smr","ref",2011,"all fish","diversity",2.117,0.1918,2
"ccfrp","ccfrp","north","north","stewarts point smr","smr","ref",2019,"all fish","diversity",1.325567,0.192039,12
"kelp","kelp forest-fish","central","central","big creek smr","smr","ref",2011,"all fish","diversity",2.0702,0.1922,4
"ccfrp","ccfrp","central","central","ano nuevo smr","smr","smr",2013,"all fish","diversity",1.379811,0.19223,12
"kelp","kelp forest-fish","central","central","natural bridges smr","smr","smr",2002,"all fish","diversity",1.9539,0.1927,2
"kelp","kelp forest-fish","south","north islands","painted cave smca","smca","ref",2002,"all fish","diversity",1.9158,0.1939,3
"kelp","kelp forest-fish","central","central","asilomar smr","smr","smr",2008,"all fish","diversity",1.765,0.1944,4
"kelp","kelp forest-fish","central","central","point sur smr","smr","ref",2005,"all fish","diversity",1.8384,0.1944,2
"ccfrp","ccfrp","north","north","bodega head smr","smr","ref",2018,"all fish","diversity",1.452699,0.194418,12
"kelp","kelp forest-fish","south","north islands","painted cave smca","smca","ref",2004,"all fish","diversity",1.7491,0.1945,3
"kelp","kelp forest-fish","south","south","campus point smca","smr","smr",2017,"all fish","diversity",2.0427,0.1947,2
"kelp","kelp forest-fish","central","central","lovers point - julia platt smr","smr","ref",2012,"all fish","diversity",2.0899,0.1947,4
"ccfrp","ccfrp","south","south","south la jolla smr","smr","ref",2020,"all fish","diversity",1.371314,0.195798,12
"kelp","kelp forest-fish","central","central","point sur smr","smr","smr",2006,"all fish","diversity",1.8584,0.1962,2
"ccfrp","ccfrp","south","south","south la jolla smr","smr","ref",2017,"all fish","diversity",1.530807,0.196398,12
"kelp","kelp forest-fish","central","central","carmel bay smca","smca","smca",2013,"all fish","diversity",0.9664,0.1967,4
"kelp","kelp forest-fish","central","central","carmel bay smca","smca","ref",2020,"all fish","diversity",0.8197,0.1968,4
"kelp","kelp forest-fish","central","central","point lobos smr","smr","smr",2007,"all fish","diversity",1.8164,0.1973,6
"kelp","kelp forest-fish","central","central","lovers point - julia platt smr","smr","smr",2003,"all fish","diversity",2.1287,0.1974,2
"kelp","kelp forest-fish","central","central","carmel bay smca","smca","ref",2008,"all fish","diversity",1.8928,0.1975,4
"kelp","kelp forest-fish","central","central","cambria smca","smca","ref",2005,"all fish","diversity",1.6174,0.1976,2
"kelp","kelp forest-fish","central","central","point lobos smr","smr","smr",2020,"all fish","diversity",1.0591,0.1979,6
"kelp","kelp forest-fish","north","north","ten mile smr","smr","ref",2020,"all fish","diversity",1.564,0.1979,3
"ccfrp","ccfrp","central","central","point lobos smr","smr","smr",2009,"all fish","diversity",1.386581,0.19904,12
"ccfrp","ccfrp","central","central","piedras blancas smr","smr","smr",2016,"all fish","diversity",1.335182,0.199203,12
"ccfrp","ccfrp","north","north","south cape mendocino smr","smr","smr",2019,"all fish","diversity",1.300944,0.200184,12
"kelp","kelp forest-fish","south","south","naples smca","smca","smca",2007,"all fish","diversity",1.5686,0.2003,3
"kelp","kelp forest-fish","central","central","point buchon smr","smr","smr",2007,"all fish","diversity",1.5083,0.2005,4
"ccfrp","ccfrp","central","central","piedras blancas smr","smr","ref",2016,"all fish","diversity",1.350726,0.2006,12
"ccfrp","ccfrp","north","north","south cape mendocino smr","smr","smr",2017,"all fish","diversity",1.221271,0.201142,12
"kelp","kelp forest-fish","south","south","naples smca","smca","smca",1999,"all fish","diversity",1.4257,0.2013,2
"kelp","kelp forest-fish","central","central","big creek smr","smr","smr",2010,"all fish","diversity",2.0661,0.2016,2
"kelp","kelp forest-fish","north","north","stewarts point smca","smr","smr",2019,"all fish","diversity",0.947,0.2021,2
"ccfrp","ccfrp","north","north","south cape mendocino smr","smr","ref",2017,"all fish","diversity",1.328754,0.202361,12
"ccfrp","ccfrp","north","north","ten mile smr","smr","smr",2017,"all fish","diversity",1.394805,0.202397,12
"kelp","kelp forest-fish","central","central","point lobos smr","smr","ref",2013,"all fish","diversity",1.0487,0.2026,2
"kelp","kelp forest-fish","central","central","asilomar smr","smr","ref",2007,"all fish","diversity",1.4819,0.2029,4
"kelp","kelp forest-fish","central","central","natural bridges smr","smr","smr",2008,"all fish","diversity",2.0086,0.203,4
"kelp","kelp forest-fish","south","north islands","scorpion smr","smr","smr",2009,"all fish","diversity",1.6116,0.2045,6
"kelp","kelp forest-fish","south","north islands","anacapa island smca","smca","ref",2016,"all fish","diversity",1.8575,0.2045,3
"kelp","kelp forest-fish","south","north islands","anacapa island smr","smr","ref",2016,"all fish","diversity",1.8575,0.2045,3
"ccfrp","ccfrp","south","north islands","anacapa island smr","smr","ref",2018,"all fish","diversity",1.087001,0.204558,12
"kelp","kelp forest-fish","central","central","carmel bay smca","smca","smca",2019,"all fish","diversity",1.5173,0.2046,4
"kelp","kelp forest-fish","south","north islands","gull island smr","smr","smr",2006,"all fish","diversity",1.9864,0.205,2
"deep_reef","deep-reef","north","north","point arena smr","smr","smr",2011,"all fish","diversity",0.956274,0.205506,10
"kelp","kelp forest-fish","south","south","blue cavern onshore smca","smr","smr",2005,"all fish","diversity",1.735,0.2056,3
"kelp","kelp forest-fish","central","central","asilomar smr","smr","smr",2011,"all fish","diversity",1.8366,0.2059,4
"kelp","kelp forest-fish","central","central","cambria smca","smca","ref",2008,"all fish","diversity",2.0461,0.2067,3
"kelp","kelp forest-fish","south","north islands","anacapa island smr","smr","smr",2014,"all fish","diversity",1.5484,0.207,6
"kelp","kelp forest-fish","central","central","point lobos smr","smr","ref",2014,"all fish","diversity",1.1477,0.2074,2
"ccfrp","ccfrp","south","north islands","anacapa island smr","smr","smr",2019,"all fish","diversity",1.023953,0.207479,12
"deep_reef","deep-reef","south","north islands","harris point smr","smr","smr",2007,"all fish","diversity",1.325095,0.208543,12
"ccfrp","ccfrp","central","central","point buchon smr","smr","ref",2017,"all fish","diversity",1.133902,0.210514,12
"kelp","kelp forest-fish","central","central","lovers point - julia platt smr","smr","ref",2020,"all fish","diversity",2.0165,0.2106,4
"deep_reef","deep-reef","north","north","point st. george reef offshore smca","smca","ref",2020,"all fish","diversity",1.62765,0.211031,10
"ccfrp","ccfrp","north","north","ten mile smr","smr","ref",2018,"all fish","diversity",1.424745,0.211698,12
"kelp","kelp forest-fish","central","central","point buchon smr","smr","ref",2009,"all fish","diversity",1.8085,0.2117,2
"ccfrp","ccfrp","north","north","south cape mendocino smr","smr","smr",2020,"all fish","diversity",1.292519,0.212916,12
"ccfrp","ccfrp","north","north","ten mile smr","smr","smr",2021,"all fish","diversity",1.299942,0.213171,12
"kelp","kelp forest-fish","south","north islands","south point smr","smr","ref",2017,"all fish","diversity",1.8015,0.2134,4
"kelp","kelp forest-fish","south","north islands","scorpion smr","smr","smr",2006,"all fish","diversity",1.4359,0.2135,6
"kelp","kelp forest-fish","south","north islands","south point smr","smr","smr",2013,"all fish","diversity",1.854,0.2135,6
"kelp","kelp forest-fish","south","north islands","south point smr","smr","smr",2020,"all fish","diversity",2.3739,0.2136,2
"ccfrp","ccfrp","central","central","ano nuevo smr","smr","ref",2017,"all fish","diversity",1.254502,0.21405,12
"ccfrp","ccfrp","central","central","ano nuevo smr","smr","ref",2020,"all fish","diversity",1.374985,0.214094,12
"kelp","kelp forest-fish","south","north islands","anacapa island smca","smca","smca",2005,"all fish","diversity",1.4495,0.2141,3
"kelp","kelp forest-fish","north","north","del mar landing smr","smr","smr",2011,"all fish","diversity",1.6417,0.2144,3
"kelp","kelp forest-fish","south","north islands","scorpion smr","smr","ref",2012,"all fish","diversity",2.1115,0.2146,6
"kelp","kelp forest-fish","central","central","cambria smca","smca","ref",2004,"all fish","diversity",2.2325,0.2147,2
"kelp","kelp forest-fish","south","north islands","carrington point smr","smr","ref",2008,"all fish","diversity",2.1091,0.2149,4
"ccfrp","ccfrp","north","north","ten mile smr","smr","smr",2020,"all fish","diversity",1.486362,0.215198,12
"kelp","kelp forest-fish","central","central","point sur smr","smr","smr",2007,"all fish","diversity",1.8225,0.2153,4
"kelp","kelp forest-fish","south","south","abalone cove smca","smr","ref",2012,"all fish","diversity",2.0885,0.2156,3
"ccfrp","ccfrp","north","north","south cape mendocino smr","smr","ref",2019,"all fish","diversity",1.385936,0.215769,12
"ccfrp","ccfrp","central","central","point lobos smr","smr","ref",2013,"all fish","diversity",1.387326,0.216761,12
"deep_reef","deep-reef","north","north","ten mile smr","smr","smr",2020,"all fish","diversity",1.822617,0.216966,10
"kelp","kelp forest-fish","south","north islands","south point smr","smr","ref",2019,"all fish","diversity",1.8832,0.218,4
"deep_reef","deep-reef","south","north islands","anacapa island smca","smca","smca",2014,"all fish","diversity",0.120144,0.218164,6
"ccfrp","ccfrp","south","north islands","anacapa island smr","smr","ref",2021,"all fish","diversity",1.32081,0.218384,12
"kelp","kelp forest-fish","south","north islands","santa barbara island smr","smr","ref",2005,"all fish","diversity",1.137,0.2185,8
"deep_reef","deep-reef","north","north","point arena smr","smr","smr",2020,"all fish","diversity",1.855055,0.21855,4
"kelp","kelp forest-fish","north","north","del mar landing smr","smr","ref",2011,"all fish","diversity",1.9177,0.2188,4
"kelp","kelp forest-fish","south","south","point dume smr","smr","smr",2020,"all fish","diversity",1.8221,0.2192,2
